id,resource_tag,program_id,crop_id,group_tag,weekly_harvest_channels,alloc_date,seeding_date,target_seedlings,transplant_date,harvest_date,activity_status,seeding_rows,harvest_units,harvest_week_num,kg_harvested,units_harvested
2730,PNQ-GH1,910,12,2025-02,242,2025-05-27 00:00:00+00,2025-01-06 00:00:00+00,8252,2025-01-27 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,485,7502,2025-08,,
2731,PNQ-GH1,910,12,2025-03,242,2025-05-27 00:00:00+00,2025-01-13 00:00:00+00,8252,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,485,7502,2025-09,,
2732,PNQ-GH1,910,12,2025-04,242,2025-05-27 00:00:00+00,2025-01-20 00:00:00+00,8252,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,485,7502,2025-10,4.6,3720
2733,PNQ-GH1,901,14,2025-18,17,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,580,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,34,527,2025-24,,
2734,PNQ-GH1,901,14,2025-19,17,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,580,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,34,527,2025-25,,
2735,PNQ-GH1,901,14,2025-20,17,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,580,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,34,527,2025-26,,
2736,PNQ-GH1,901,14,2025-15,17,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,580,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,34,527,2025-21,9.4,372
2737,PNQ-GH1,901,14,2025-16,17,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,580,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,34,527,2025-22,8,372
2738,PNQ-GH1,901,14,2025-17,17,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,580,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,34,527,2025-23,,
2739,PNQ-GH1,901,14,2025-12,17,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,580,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,34,527,2025-18,4.6,186
2740,PNQ-GH1,901,14,2025-13,17,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,580,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,34,527,2025-19,6,186
2741,PNQ-GH1,901,14,2025-14,17,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,580,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,34,527,2025-20,5.7,186
2742,PNQ-GH1,901,14,2025-09,17,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,580,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,34,527,2025-15,2.5,155
2743,PNQ-GH1,901,14,2025-10,17,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,580,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,34,527,2025-16,6.6,558
2744,PNQ-GH1,901,14,2025-11,17,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,580,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,34,527,2025-17,8.3,558
2745,PNQ-GH1,901,14,2025-06,17,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,580,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,34,527,2025-12,7.6,372
2746,PNQ-GH1,901,14,2025-07,17,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,580,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,34,527,2025-13,4.2,186
2747,PNQ-GH1,901,14,2025-08,17,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,580,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,34,527,2025-14,4.8,217
2748,PNQ-GH1,901,14,2025-03,17,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,580,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,34,527,2025-09,,
2749,PNQ-GH1,901,14,2025-04,17,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,580,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,34,527,2025-10,19.3,744
2750,PNQ-GH1,901,14,2025-05,17,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,580,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,34,527,2025-11,3.9,186
2751,PNQ-GH1,904,16,2025-18,12,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,409,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,24,372,2025-24,,
2752,PNQ-GH1,904,16,2025-19,12,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,409,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,24,372,2025-25,,
2753,PNQ-GH1,904,16,2025-20,12,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,409,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,24,372,2025-26,,
2754,PNQ-GH1,904,16,2025-15,12,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,409,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,24,372,2025-21,2.1,310
2755,PNQ-GH1,904,16,2025-16,12,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,409,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,24,372,2025-22,5.2,465
2756,PNQ-GH1,904,16,2025-17,12,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,409,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,24,372,2025-23,,
2757,PNQ-GH1,904,16,2025-12,12,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,409,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,24,372,2025-18,0,0
2758,PNQ-GH1,904,16,2025-13,12,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,409,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,24,372,2025-19,0.8,93
2759,PNQ-GH1,904,16,2025-14,12,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,409,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,24,372,2025-20,2.2,465
2760,PNQ-GH1,904,16,2025-09,12,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,409,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,24,372,2025-15,1,93
2761,PNQ-GH1,904,16,2025-10,12,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,409,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,24,372,2025-16,1.2,93
2762,PNQ-GH1,904,16,2025-11,12,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,409,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,24,372,2025-17,0,0
2763,PNQ-GH1,904,16,2025-06,12,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,409,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,24,372,2025-12,1,93
2764,PNQ-GH1,904,16,2025-07,12,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,409,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,24,372,2025-13,0,0
2765,PNQ-GH1,904,16,2025-08,12,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,409,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,24,372,2025-14,2.3,93
2766,PNQ-GH1,904,16,2025-03,12,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,409,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,24,372,2025-09,,
2767,PNQ-GH1,904,16,2025-04,12,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,409,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,24,372,2025-10,3,279
2768,PNQ-GH1,904,16,2025-05,12,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,409,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,24,372,2025-11,1.1,93
2769,PNQ-GH4,898,1,2025-17,55,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,937,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,55,852,2025-24,,
2770,PNQ-GH4,898,1,2025-18,55,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,937,2025-05-22 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,55,852,2025-25,,
2771,PNQ-GH4,898,1,2025-19,55,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,937,2025-05-29 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,55,852,2025-26,,
2772,PNQ-GH4,898,1,2025-20,55,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,937,2025-06-05 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,55,852,2025-27,,
2773,PNQ-GH4,898,1,2025-13,55,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,937,2025-04-17 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,55,852,2025-20,68.1,1159
2774,PNQ-GH4,898,1,2025-14,55,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,937,2025-04-24 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,55,852,2025-21,66.5,1131
2775,PNQ-GH4,898,1,2025-15,55,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,937,2025-05-01 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,55,852,2025-22,78.2,1137
2776,PNQ-GH4,898,1,2025-16,55,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,937,2025-05-08 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,55,852,2025-23,,
2777,PNQ-GH4,898,1,2025-09,55,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,937,2025-03-20 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,55,852,2025-16,47.6,640
2778,PNQ-GH4,898,1,2025-10,55,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,937,2025-03-27 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,55,852,2025-17,94.3,1120
2779,PNQ-GH4,898,1,2025-11,55,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,937,2025-04-03 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,55,852,2025-18,85.5,1152
2780,PNQ-GH4,898,1,2025-12,55,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,937,2025-04-10 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,55,852,2025-19,72.6,622
2781,PNQ-GH4,898,1,2025-05,55,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,937,2025-02-20 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,55,852,2025-12,112.1,1118
2782,PNQ-GH4,898,1,2025-06,55,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,937,2025-02-27 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,55,852,2025-13,89.5,1632
2783,PNQ-GH4,898,1,2025-07,55,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,937,2025-03-06 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,55,852,2025-14,97.8,1088
2784,PNQ-GH4,898,1,2025-08,55,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,937,2025-03-13 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,55,852,2025-15,105.5,1155
2785,PNQ-GH4,898,1,2025-01,55,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,937,2025-01-23 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,55,852,2025-08,,
2786,PNQ-GH4,898,1,2025-02,55,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,937,2025-01-30 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,55,852,2025-09,,
2787,PNQ-GH4,898,1,2025-03,55,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,937,2025-02-06 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,55,852,2025-10,84.2,1120
2788,PNQ-GH4,898,1,2025-04,55,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,937,2025-02-13 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,55,852,2025-11,97.6,1152
2789,PNQ-GH4,896,2,2025-17,47,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,801,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,47,728,2025-24,,
2790,PNQ-GH4,896,2,2025-18,47,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,801,2025-05-22 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,47,728,2025-25,,
2791,PNQ-GH4,896,2,2025-19,47,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,801,2025-05-29 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,47,728,2025-26,,
2792,PNQ-GH4,896,2,2025-20,47,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,801,2025-06-05 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,47,728,2025-27,,
2793,PNQ-GH4,896,2,2025-13,47,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,801,2025-04-17 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,47,728,2025-20,50.3,896
2794,PNQ-GH4,896,2,2025-14,47,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,801,2025-04-24 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,47,728,2025-21,68.6,923
2795,PNQ-GH4,896,2,2025-15,47,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,801,2025-05-01 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,47,728,2025-22,77.7,913
2796,PNQ-GH4,896,2,2025-16,47,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,801,2025-05-08 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,47,728,2025-23,,
2797,PNQ-GH4,896,2,2025-09,47,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,801,2025-03-20 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,47,728,2025-16,38.9,522
2798,PNQ-GH4,896,2,2025-10,47,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,801,2025-03-27 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,47,728,2025-17,71.9,480
2799,PNQ-GH4,896,2,2025-11,47,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,801,2025-04-03 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,47,728,2025-18,80.1,912
2800,PNQ-GH4,896,2,2025-12,47,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,801,2025-04-10 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,47,728,2025-19,53.9,887
2801,PNQ-GH4,896,2,2025-05,47,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,801,2025-02-20 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,47,728,2025-12,67.9,912
2802,PNQ-GH4,896,2,2025-06,47,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,801,2025-02-27 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,47,728,2025-13,69.8,960
2803,PNQ-GH4,896,2,2025-07,47,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,801,2025-03-06 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,47,728,2025-14,84.8,896
2804,PNQ-GH4,896,2,2025-08,47,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,801,2025-03-13 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,47,728,2025-15,75.1,922
2805,PNQ-GH4,896,2,2025-01,47,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,801,2025-01-23 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,47,728,2025-08,,
2806,PNQ-GH4,896,2,2025-02,47,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,801,2025-01-30 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,47,728,2025-09,,
2807,PNQ-GH4,896,2,2025-03,47,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,801,2025-02-06 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,47,728,2025-10,80.2,896
2808,PNQ-GH4,896,2,2025-04,47,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,801,2025-02-13 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,47,728,2025-11,83.3,928
2809,PNQ-GH4,897,3,2025-17,47,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,801,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,47,728,2025-25,,
2810,PNQ-GH4,897,3,2025-18,47,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,801,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,47,728,2025-26,,
2811,PNQ-GH4,897,3,2025-19,47,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,801,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,47,728,2025-27,,
2812,PNQ-GH4,897,3,2025-20,47,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,801,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,47,728,2025-28,,
2813,PNQ-GH4,897,3,2025-13,47,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,801,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,47,728,2025-21,48.4,755
2814,PNQ-GH4,897,3,2025-14,47,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,801,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,47,728,2025-22,64.1,753
2815,PNQ-GH4,897,3,2025-15,47,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,801,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,47,728,2025-23,,
2816,PNQ-GH4,897,3,2025-16,47,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,801,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,47,728,2025-24,,
2817,PNQ-GH4,897,3,2025-09,47,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,801,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,47,728,2025-17,58.2,736
2818,PNQ-GH4,897,3,2025-10,47,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,801,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,47,728,2025-18,66.2,800
2819,PNQ-GH4,897,3,2025-11,47,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,801,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,47,728,2025-19,54.9,747
2820,PNQ-GH4,897,3,2025-12,47,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,801,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,47,728,2025-20,46.1,774
2821,PNQ-GH4,897,3,2025-05,47,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,801,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,47,728,2025-13,80.7,800
2822,PNQ-GH4,897,3,2025-06,47,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,801,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,47,728,2025-14,85.8,736
2823,PNQ-GH4,897,3,2025-07,47,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,801,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,47,728,2025-15,73.4,848
2824,PNQ-GH4,897,3,2025-08,47,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,801,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,47,728,2025-16,41.3,448
2825,PNQ-GH4,897,3,2025-01,47,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,801,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,47,728,2025-09,,
2826,PNQ-GH4,897,3,2025-02,47,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,801,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,47,728,2025-10,87.6,760
2827,PNQ-GH4,897,3,2025-03,47,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,801,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,47,728,2025-11,82.3,768
2828,PNQ-GH4,897,3,2025-04,47,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,801,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,47,728,2025-12,88.7,764
2829,TGM-GH1,906,33,2025-23,35,2025-06-20 00:00:00+00,2025-06-02 00:00:00+00,882,2025-06-25 00:00:00+00,2025-07-17 00:00:00+00,ALLOCATED,52,840,,,
2830,TGM-GH1,906,33,2025-24,35,2025-06-20 00:00:00+00,2025-06-09 00:00:00+00,882,2025-07-02 00:00:00+00,2025-07-24 00:00:00+00,ALLOCATED,52,840,,,
2831,TGM-GH1,906,33,2025-25,35,2025-06-20 00:00:00+00,2025-06-16 00:00:00+00,882,2025-07-09 00:00:00+00,2025-07-31 00:00:00+00,ALLOCATED,52,840,,,
2832,TGM-GH1,906,33,2025-26,35,2025-06-20 00:00:00+00,2025-06-23 00:00:00+00,882,2025-07-16 00:00:00+00,2025-08-07 00:00:00+00,ALLOCATED,52,840,,,
2833,ILS-GH1,911,40,2025-27,11,2025-06-25 00:00:00+00,2025-06-30 00:00:00+00,359,2025-07-21 00:00:00+00,2025-08-11 00:00:00+00,ALLOCATED,21,341,,,
2834,ILS-GH1,911,40,2025-28,11,2025-06-25 00:00:00+00,2025-07-07 00:00:00+00,359,2025-07-28 00:00:00+00,2025-08-18 00:00:00+00,ALLOCATED,21,341,,,
2835,ILS-GH1,911,40,2025-29,11,2025-06-25 00:00:00+00,2025-07-14 00:00:00+00,359,2025-08-04 00:00:00+00,2025-08-25 00:00:00+00,ALLOCATED,21,341,,,
2836,TGM-GH4,907,35,2025-23,3,2025-06-25 00:00:00+00,2025-06-02 00:00:00+00,1575,2025-06-26 00:00:00+00,2025-07-19 00:00:00+00,ALLOCATED,93,1500,,,
2837,TGM-GH4,907,35,2025-24,3,2025-06-25 00:00:00+00,2025-06-09 00:00:00+00,1575,2025-07-03 00:00:00+00,2025-07-26 00:00:00+00,ALLOCATED,93,1500,,,
2838,TGM-GH4,907,35,2025-25,3,2025-06-25 00:00:00+00,2025-06-16 00:00:00+00,1575,2025-07-10 00:00:00+00,2025-08-02 00:00:00+00,ALLOCATED,93,1500,,,
2839,TGM-GH4,907,35,2025-26,3,2025-06-25 00:00:00+00,2025-06-23 00:00:00+00,1575,2025-07-17 00:00:00+00,2025-08-09 00:00:00+00,ALLOCATED,93,1500,,,
2840,TGM-GH3,913,34,2025-27,1,2025-06-25 00:00:00+00,2025-06-30 00:00:00+00,33,2025-07-21 00:00:00+00,2025-08-11 00:00:00+00,ALLOCATED,2,31,,,
2841,TGM-GH3,913,34,2025-28,1,2025-06-25 00:00:00+00,2025-07-07 00:00:00+00,33,2025-07-28 00:00:00+00,2025-08-18 00:00:00+00,ALLOCATED,2,31,,,
2842,TGM-GH3,913,34,2025-29,1,2025-06-25 00:00:00+00,2025-07-14 00:00:00+00,33,2025-08-04 00:00:00+00,2025-08-25 00:00:00+00,ALLOCATED,2,31,,,
2843,TGM-GH2,916,43,2025-27,4,2025-06-27 00:00:00+00,2025-06-30 00:00:00+00,114,2025-07-28 00:00:00+00,2025-08-18 00:00:00+00,ALLOCATED,7,108,,,
2844,TGM-GH2,916,43,2025-28,4,2025-06-27 00:00:00+00,2025-07-07 00:00:00+00,114,2025-08-04 00:00:00+00,2025-08-25 00:00:00+00,ALLOCATED,7,108,,,
2845,TGM-GH2,916,43,2025-29,4,2025-06-27 00:00:00+00,2025-07-14 00:00:00+00,114,2025-08-11 00:00:00+00,2025-09-01 00:00:00+00,ALLOCATED,7,108,,,
2846,TGM-GH1,917,44,2025-27,42,2025-06-27 00:00:00+00,2025-06-30 00:00:00+00,1059,2025-07-21 00:00:00+00,2025-08-18 00:00:00+00,ALLOCATED,62,1008,,,
2847,TGM-GH1,917,44,2025-28,42,2025-06-27 00:00:00+00,2025-07-07 00:00:00+00,1059,2025-07-28 00:00:00+00,2025-08-25 00:00:00+00,ALLOCATED,62,1008,,,
2848,TGM-GH1,917,44,2025-29,42,2025-06-27 00:00:00+00,2025-07-14 00:00:00+00,1059,2025-08-04 00:00:00+00,2025-09-01 00:00:00+00,ALLOCATED,62,1008,,,
2849,TGM-GH1,917,44,2025-30,42,2025-06-27 00:00:00+00,2025-07-21 00:00:00+00,1059,2025-08-11 00:00:00+00,2025-09-08 00:00:00+00,ALLOCATED,62,1008,,,
2850,PNQ-GH1,918,45,2025-28,12,2025-07-03 00:00:00+00,2025-07-07 00:00:00+00,391,2025-07-28 00:00:00+00,2025-08-18 00:00:00+00,ALLOCATED,23,372,,,
2851,PNQ-GH1,918,45,2025-29,12,2025-07-03 00:00:00+00,2025-07-14 00:00:00+00,391,2025-08-04 00:00:00+00,2025-08-25 00:00:00+00,ALLOCATED,23,372,,,
2852,PNQ-GH1,918,45,2025-30,12,2025-07-03 00:00:00+00,2025-07-21 00:00:00+00,391,2025-08-11 00:00:00+00,2025-09-01 00:00:00+00,ALLOCATED,23,372,,,